7891137003407,0
7891137005333,0
7891137003612,0
7891137006316,0
7891137003674,0
0000078900776,0
0000078921900,0
7898214380017,0
7897512902198,0
7895800151570,0
7895800304235,0
7622210564313,0
7895800201503,0
7895800304228,0
7895800911150,0
7895800300145,0
7895800303320,0
7895800303313,0
7895800300381,0
7622300860899,0
7895800430002,0
7895800309780,0
7895800304211,0
0000078938878,0
7895800304679,0
7895144025117,0
7895144603049,0
7896262304306,0
7895144605494,0
0000078924291,0
7895144292342,0
7895144080802,0
7896262304351,0
7895144892931,0
7895144899947,0
7895144899930,0
7895800308721,0
7895144080819,0
0000078600010,0
7898213880242,0
7895144603063,0
7895144603148,0
7895144603223,0
7895144603087,0
7895800420003,0
7895144203089,0
0000078922327,0
0000078922334,0
0000078922310,0
7895144028019,0
7622300852597,0
0000078934696,0
7891008200423,0
7895144693217,0
7895144605685,0
7895144695679,0
7898024393191,0
7896058506105,0
7895800151426,0
7895800440797,48
7896259411284,0
7895144856490,0
7895144856506,0
7895144202945,0
7895144202952,0
7891118013609,0
7622300989552,0
7891118013593,0
7898279790431,0
7898279790394,0
7898279790417,0
7891118001910,0
7891118006922,0
7891118013685,0
7891118013708,0
7891118025947,0
7622300991814,0
0000078927988,0
7891118013616,0
7891137003414,0
7891137005166,0
7891137003704,0
7891137003810,0
7891137003728,0
7898591450556,0
7898279795061,0
7898279790776,0
7898279792077,0
7898279794842,0
7898279790639,0
8410525159619,0
7898279791162,0
7898279790400,0
0000000316095,0
0000078932586,0
0000078932616,0
0000078932609,0
7891118025923,0
7895144605319,0
7898591453595,0
7898279791179,0
8410525146435,0
7898279790387,0
0000078915381,0
7898591451102,0
7898279798185,0
7898279798307,0
7898279792039,0
7895144400341,0
7896451911582,0
7895800447543,0
7893646098158,0
7896451901408,0
7896451901361,0
7896451900029,0
7895800310847,0
7622300858834,0
7622300858797,0
7891118025886,0
7622300992620,0
7891118014859,0
7896058505467,0
7896058505443,0
7896058592702,0
7896058501407,0
7896451908377,0
7898279794859,0
7896451903228,0
7896451906434,0
7895144893730,0
7898629570263,0
0000078605831,0
7891118011070,0
7891118011087,0
7895144294056,0
7895144294964,0
7891118007820,0
7891118007837,0
7891118010769,0
7898279797911,0
0000078922389,0
0000078921375,0
0000078928060,0
7896321011541,0
0000078918368,0
7898591452352,0
7898591452338,0
7898591452390,0
7896321015792,0
7896321015808,0
7896058500745,0
7896058516302,0
7891118007868,0
7891118014873,0
7622210703064,0
7622300991739,0
7895800151389,0
7891118014897,0
7898591455001,0
0000078916968,0
0000078928978,0
0000078916982,0
7896451908995,0
7891118013937,0
7891118013913,0
7898591455025,0
7898591454530,0
7895144294865,0
7895144294957,0
7896321000057,0
7896321000552,0
7896451909381,0
7896451909367,0
7896451908803,0
7896451906175,0
7896451912435,0
7896451908681,0
0000078928992,0
7896451906168,0
0000078917286,0
0000078916999,0
7896451911957,0
7896451911964,0
7896451911988,0
7896451911971,0
7896451911421,0
7896451902047,0
0000078917279,0
7622300847753,0
7622300858872,0
7622300858926,0
7896451908810,0
7896451912862,0
7896451909244,0
7896451911414,0
7896451909213,0
7896451912534,0
7896451912541,0
7896451912510,0
7896451912497,0
7896451912527,0
7896451902146,0
7896451912466,0
7896451912459,0
7896451912503,0
7898591450600,0
7898279799823,0
7898591455636,0
7898591450648,0
7896451912473,0
7896451911438,0
7896451913463,0
7622210839640,0
7622210862679,0
7896486206134,0
7896486206080,0
7895144605364,0
7895144297361,0
0000078938533,0
7622210839602,0
7622210885760,0
7622210888457,0
7622210887863,0
0000077916389,0
0000077916426,0
7891118015108,0
7895144605333,0
0000078928411,0
7895144295602,0
7895144295589,22
7895144295596,0
7908084701024,0
7622300847791,0
7622210887658,0
7891118015344,0
7896423481020,0
7891118015283,0
7895144294483,0
7898934595463,0
7898934596248,0
7898934595500,0
7898934595562,0
7898934595548,0
7895144605326,0
7896423480894,0
7896306617737,0
7896306617751,0
7896306617744,0
7896306612954,0
7896306612961,0
7896306613289,0
7896306612947,0
7896306612930,0
7896306612923,0
7896306617386,0
